movement_id,date_id,vessel_key,vessel_id,vessel_category,terminal_id,container_count,move_duration,route_geometry,fiscal_year,quarter,month,week,shift,build_year,terminal_name,regional_hub,vessel_age,age_bucket,handling_speed,peak_season,suez_period
615,2022-01-21,Container_880,880,Container,883,666,688.8785564165338,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,1,1,3,Night,1935,Sandra Lopez,LATAM,87,Old (>30yr),0.9667886941705003,0,Normal
481,2023-07-09,Passenger_849,84,Passenger,154,201,836.7615053795053,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,3,7,27,Night,1941,Andrew Baldwin,EMEA,82,Old (>30yr),0.24021181508444076,0,Normal
417,2024-07-25,Cargo_513,513,Cargo,99,46,963.4168337982396,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,3,7,30,Night,1951,Kayla Mitchell,APAC,73,Old (>30yr),0.047746726428524705,0,Normal
638,2023-05-06,Passenger_463_2,463,Passenger,957,151,700.9691354796657,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,2,5,18,Day,1978,Sherry Jones,APAC,45,Old (>30yr),0.2154160466661236,1,Normal
572,2024-05-31,Container_362,362,Container,460,460,515.3212932591724,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,2,5,22,Night,1927,Peter Griffin,AMER,97,Old (>30yr),0.8926469874565236,1,Normal
502,2024-09-21,Tanker_554,554,Tanker,387,964,479.0179087096278,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,3,9,38,Day,1919,Daniel Wong,AMER,105,Old (>30yr),2.0124508551189884,1,Normal
153,2024-09-22,Passenger_665,665,Passenger,189,33,746.0272007545221,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,3,9,38,Night,1917,Sara Sanders,EMEA,107,Old (>30yr),0.044234312055410625,1,Normal
663,2023-01-14,Tanker_658,65,Tanker,803,74,867.8972492247722,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,1,1,2,Day,1957,Michael Stewart,EMEA,66,Old (>30yr),0.08526354941912614,0,Normal
740,2024-01-10,Passenger_298,298,Passenger,895,92,829.6161250818855,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,1,1,2,Night,1975,John Bridges,AMER,49,Old (>30yr),0.1108946622643326,0,Normal
709,2023-03-29,Cargo_214,214,Cargo,705,190,492.9453197145408,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,1,3,13,Day,2008,Mercedes Miller,EMEA,15,Mature (16-30yr),0.38543828778012723,1,Normal
75,2024-03-03,Container_406,406,Container,803,541,773.5090367372322,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,1,3,9,Day,2013,Michael Stewart,EMEA,11,Modern (5-15yr),0.6994100576794973,1,Normal
703,2024-01-31,Cargo_197,197,Cargo,598,822,476.58644786343007,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,1,1,5,Night,1923,Nicole Miller,EMEA,101,Old (>30yr),1.7247657873720135,0,Normal
730,2023-02-20,Passenger_276,276,Passenger,745,47,384.3856037363776,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,1,2,8,Day,2019,Angela Smith,LATAM,4,New (<5yr),0.12227304962293518,0,Normal
183,2021-10-18,Tanker_899,899,Tanker,110,805,297.671562610325,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,4,10,42,Day,1942,Steven Lynn,EMEA,79,Old (>30yr),2.704322821235722,1,Normal
849,2023-08-15,Cargo_248_2,248,Cargo,745,914,54.54565243690512,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,3,8,33,Night,1952,Angela Smith,LATAM,71,Old (>30yr),16.75660587353421,0,Normal
524,2024-11-30,Tanker_710,710,Tanker,224,79,201.1625388295913,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,4,11,48,Day,1970,Lisa Carter,LATAM,54,Old (>30yr),0.3927172547117355,1,Normal
472,2023-02-15,Passenger_397,397,Passenger,778,450,730.0070548032224,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,1,2,7,Day,1908,Shannon Gray,APAC,115,Old (>30yr),0.6164323988914053,0,Normal
723,2021-09-01,Cargo_109,109,Cargo,812,815,171.71081874711723,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,3,9,35,Day,1916,Carlos Spears,APAC,105,Old (>30yr),4.746352069989665,1,Normal
510,2022-11-05,Passenger_557,557,Passenger,113,700,901.1770555659303,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,4,11,44,Night,1978,Todd Hardin,EMEA,44,Old (>30yr),0.776761897871897,1,Normal
545,2021-01-21,Container_148_2,148,Container,761,185,78.58264460412256,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,1,1,3,Night,1902,David Dixon,LATAM,119,Old (>30yr),2.3542093923152927,0,Pre-Suez
312,2022-04-26,Container_318,318,Container,282,147,51.12687656072978,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,2,4,17,Night,1923,Angel Castillo,EMEA,99,Old (>30yr),2.8752000882625746,1,Normal
928,2021-02-11,Container_587,587,Container,350,446,481.0824805444498,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,1,2,6,Day,1989,Jason Gonzalez,EMEA,32,Old (>30yr),0.9270759548243238,0,Pre-Suez
970,2022-11-21,Container_968,968,Container,169,848,222.6639458741328,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,4,11,47,Night,1989,Dale Davis,AMER,33,Old (>30yr),3.8084297692243196,1,Normal
130,2024-02-11,Tanker_781,781,Tanker,737,949,102.95294013022082,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,1,2,6,Day,1994,John Juarez,LATAM,30,Old (>30yr),9.217803773254557,0,Normal
733,2024-01-13,Passenger_736,736,Passenger,189,478,59.867946649336815,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,1,1,2,Night,1999,Sara Sanders,EMEA,25,Mature (16-30yr),7.984239092076745,0,Normal
23,2024-07-13,Container_932,932,Container,350,530,527.2965310848219,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,3,7,28,Day,2012,Jason Gonzalez,EMEA,12,Modern (5-15yr),1.0051270371713164,0,Normal
369,2023-10-25,Tanker_498,498,Tanker,705,559,259.46420606138645,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,4,10,43,Day,1988,Mercedes Miller,EMEA,35,Old (>30yr),2.1544397529258683,1,Normal
970,2022-06-29,Passenger_838,838,Passenger,778,490,555.7664158493651,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,2,6,26,Day,1919,Shannon Gray,APAC,103,Old (>30yr),0.8816653652076911,0,Normal
174,2023-05-27,Cargo_300,300,Cargo,708,649,148.29778625204705,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,2,5,21,Night,1903,Ryan Williams,LATAM,120,Old (>30yr),4.376329656714896,1,Normal
377,2024-08-14,Passenger_495,495,Passenger,563,274,24.42402867495852,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,3,8,33,Day,1904,Deborah Morgan,LATAM,120,Old (>30yr),11.21846046147689,0,Normal
219,2021-07-18,Passenger_298,298,Passenger,425,540,27.25921712967605,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,3,7,28,Day,1975,Michelle Love,EMEA,46,Old (>30yr),19.809813225051244,0,Normal
728,2023-07-19,Passenger_536,536,Passenger,708,613,112.67284788597986,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,3,7,29,Day,1993,Ryan Williams,LATAM,30,Old (>30yr),5.440529919154346,0,Normal
464,2024-04-06,Passenger_739_2,739,Passenger,930,563,796.0424195472832,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,2,4,14,Day,1996,Regina White,EMEA,28,Mature (16-30yr),0.7072487422469061,1,Normal
593,2021-09-03,Cargo_246,246,Cargo,532,975,448.5140085296317,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,3,9,35,Night,2014,Jeffrey Thomas,AMER,7,Modern (5-15yr),2.1738451452081797,1,Normal
943,2023-12-05,Passenger_653,653,Passenger,154,745,623.860440369835,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,4,12,49,Day,1980,Andrew Baldwin,EMEA,43,Old (>30yr),1.1941773380571323,0,Normal
521,2023-08-08,Container_146,146,Container,930,734,874.9894388982476,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,3,8,32,Day,1905,Regina White,EMEA,118,Old (>30yr),0.83886726784294,0,Normal
734,2021-06-29,Passenger_579,579,Passenger,883,807,212.6048682787957,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,2,6,26,Day,2015,Sandra Lopez,LATAM,6,Modern (5-15yr),3.7957738528440212,0,Post-Suez
98,2022-08-20,Container_587,587,Container,110,528,871.3486030499122,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,3,8,33,Day,1989,Steven Lynn,EMEA,33,Old (>30yr),0.6059572462179702,0,Normal
215,2024-09-04,Cargo_134,134,Cargo,761,306,745.6354673246024,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,3,9,36,Day,1969,David Dixon,LATAM,55,Old (>30yr),0.41038820363246886,1,Normal
947,2022-03-30,Cargo_254,254,Cargo,291,536,729.0181107827206,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,1,3,13,Night,2005,Matthew Ramirez,APAC,17,Mature (16-30yr),0.7352355065973821,1,Normal
860,2021-02-11,Container_305,305,Container,291,922,870.7367401020407,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,1,2,6,Day,1963,Matthew Ramirez,APAC,58,Old (>30yr),1.0588734315861668,0,Pre-Suez
657,2022-11-21,Cargo_826,826,Cargo,506,880,125.87768726830916,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,4,11,47,Night,1966,Patricia Gallegos,APAC,56,Old (>30yr),6.990913315115759,1,Normal
378,2023-06-03,Container_103,103,Container,369,354,540.5011329602834,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,2,6,22,Night,1980,Seth Jackson,APAC,43,Old (>30yr),0.6549477483260193,0,Normal
200,2023-02-16,Cargo_873,873,Cargo,45,483,483.5333217260267,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,1,2,7,Day,1940,Jason Melton,AMER,83,Old (>30yr),0.9988970321132721,0,Normal
852,2021-06-13,Container_526,526,Container,425,272,663.9995383365641,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,2,6,23,Night,1937,Michelle Love,EMEA,84,Old (>30yr),0.409638839029027,0,Post-Suez
786,2021-01-19,Tanker_941,941,Tanker,110,12,237.9888656344874,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,1,1,3,Night,1928,Steven Lynn,EMEA,93,Old (>30yr),0.05042252698674596,0,Pre-Suez
241,2023-09-23,Tanker_192,192,Tanker,930,311,127.32625998541693,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,3,9,38,Day,1926,Regina White,EMEA,97,Old (>30yr),2.442544059926207,1,Normal
590,2021-02-16,Cargo_868_2,868,Cargo,131,101,973.4440339362822,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,1,2,7,Night,1913,Scott Ray,APAC,108,Old (>30yr),0.10375532283205822,0,Pre-Suez
619,2023-06-25,Tanker_771_2,771,Tanker,895,358,465.6815244915828,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,2,6,25,Night,1913,John Bridges,AMER,110,Old (>30yr),0.7687657361774309,0,Normal
477,2023-07-05,Passenger_298,298,Passenger,113,53,232.02028672509223,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,3,7,27,Night,1975,Todd Hardin,EMEA,48,Old (>30yr),0.22842830145622875,0,Normal
927,2022-09-04,Passenger_462,462,Passenger,374,317,128.6561284331489,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,3,9,35,Night,2011,Diamond Newman,EMEA,11,Modern (5-15yr),2.4639323743113923,1,Normal
124,2022-12-20,Passenger_298,298,Passenger,506,715,593.5982756155182,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,4,12,51,Night,1975,Patricia Gallegos,APAC,47,Old (>30yr),1.204518323875852,0,Normal
258,2021-12-29,Cargo_924,924,Cargo,371,844,147.76226728167163,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,4,12,52,Day,1958,Isaac Moore,EMEA,63,Old (>30yr),5.711877704144361,0,Normal
95,2022-02-09,Tanker_498,498,Tanker,708,888,183.0426353366213,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,1,2,6,Night,1988,Ryan Williams,LATAM,34,Old (>30yr),4.851328753909926,0,Normal
693,2022-01-09,Tanker_280,280,Tanker,198,561,952.152737954694,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,1,1,1,Night,1931,Jamie Banks,APAC,91,Old (>30yr),0.5891911850246593,0,Normal
644,2024-06-20,Passenger_312,312,Passenger,895,546,29.165662696446827,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,2,6,25,Day,1982,John Bridges,AMER,42,Old (>30yr),18.72064439895335,0,Normal
988,2023-03-02,Passenger_649,649,Passenger,224,968,186.8302234435241,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,1,3,9,Night,1953,Lisa Carter,LATAM,70,Old (>30yr),5.181174556014014,1,Normal
542,2023-06-21,Tanker_735,735,Tanker,598,556,671.2190082774041,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,2,6,25,Night,1919,Nicole Miller,EMEA,104,Old (>30yr),0.8283436451343972,0,Normal
150,2024-08-08,Tanker_367,36,Tanker,803,84,216.8940207067476,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,3,8,32,Night,1918,Michael Stewart,EMEA,106,Old (>30yr),0.38728591837749426,0,Normal
451,2021-06-28,Cargo_868_2,868,Cargo,598,936,181.9400044020745,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,2,6,26,Day,1913,Nicole Miller,EMEA,108,Old (>30yr),5.144553024916425,0,Post-Suez
88,2023-04-11,Tanker_808,808,Tanker,350,614,556.5002547814115,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,2,4,15,Day,1948,Jason Gonzalez,EMEA,75,Old (>30yr),1.103323843474562,1,Normal
671,2022-08-28,Container_727,727,Container,395,667,695.9564190154255,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,3,8,34,Day,1954,Shawn Martinez,APAC,68,Old (>30yr),0.958393344433276,0,Normal
674,2022-04-18,Cargo_873,873,Cargo,460,96,430.6327457315508,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,2,4,16,Day,1940,Peter Griffin,AMER,82,Old (>30yr),0.22292777535279396,1,Normal
858,2024-11-05,Passenger_724_2,7,Passenger,99,470,781.2878558732276,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,4,11,45,Night,1914,Kayla Mitchell,APAC,110,Old (>30yr),0.6015708505729834,1,Normal
340,2022-06-10,Passenger_623,623,Passenger,110,459,815.2100561404144,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,2,6,23,Day,1976,Steven Lynn,EMEA,46,Old (>30yr),0.563045066167511,0,Normal
310,2023-09-25,Cargo_672,672,Cargo,672,815,623.0842694762842,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,3,9,39,Night,1908,Deborah Perez,AMER,115,Old (>30yr),1.3080092692518543,1,Normal
71,2024-07-07,Cargo_785,785,Cargo,99,383,577.8190277699456,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,3,7,27,Day,1952,Kayla Mitchell,APAC,72,Old (>30yr),0.6628372926349678,0,Normal
415,2022-02-27,Passenger_394,394,Passenger,395,343,816.305109910863,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,1,2,8,Night,1939,Shawn Martinez,APAC,83,Old (>30yr),0.4201860258322456,0,Normal
475,2024-08-05,Tanker_498,498,Tanker,737,681,15.029941116904144,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,3,8,32,Day,1988,John Juarez,LATAM,36,Old (>30yr),45.309558746978766,0,Normal
755,2022-12-01,Tanker_139,139,Tanker,883,15,510.6348250941788,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,4,12,48,Day,1977,Sandra Lopez,LATAM,45,Old (>30yr),0.02937519977653988,0,Normal
754,2023-02-01,Tanker_705,705,Tanker,778,746,128.7325730366513,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,1,2,5,Night,1935,Shannon Gray,APAC,88,Old (>30yr),5.794959134294684,0,Normal
140,2023-02-03,Passenger_726,726,Passenger,629,7,221.55676270642343,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,1,2,5,Night,1973,Elizabeth Welch,AMER,50,Old (>30yr),0.031594612209041154,0,Normal
285,2022-08-14,Container_760,760,Container,761,238,948.9992384955716,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,3,8,32,Day,1921,David Dixon,LATAM,101,Old (>30yr),0.25079050682621873,0,Normal
511,2024-10-12,Passenger_426,426,Passenger,328,497,3.710238685107337,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,4,10,41,Night,2015,John Anderson,EMEA,9,Modern (5-15yr),133.95364616161393,1,Normal
335,2021-06-05,Container_796,796,Container,154,193,307.0140174443629,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,2,6,22,Night,1923,Andrew Baldwin,EMEA,98,Old (>30yr),0.6286357919633929,0,Post-Suez
25,2023-06-30,Cargo_695,695,Cargo,733,35,154.3610124965221,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,2,6,26,Day,1966,Terry Flores,EMEA,57,Old (>30yr),0.22674119218276428,0,Normal
846,2023-06-13,Container_477,477,Container,369,419,570.4169225105969,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,2,6,24,Day,1974,Seth Jackson,APAC,49,Old (>30yr),0.7345504375218042,0,Normal
732,2024-11-19,Container_543,543,Container,374,707,844.2599218151482,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,4,11,47,Day,2013,Diamond Newman,EMEA,11,Modern (5-15yr),0.8374198297604355,1,Normal
520,2024-01-22,Container_822,822,Container,224,242,390.8887910482413,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,1,1,4,Day,2005,Lisa Carter,LATAM,19,Mature (16-30yr),0.6191019173280252,0,Normal
317,2022-02-08,Tanker_830,830,Tanker,705,274,837.1854056173873,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,1,2,6,Day,2006,Mercedes Miller,EMEA,16,Mature (16-30yr),0.3272871196290588,0,Normal
843,2024-01-10,Cargo_373,373,Cargo,895,677,440.2364530474762,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,1,1,2,Night,1940,John Bridges,AMER,84,Old (>30yr),1.5378099548857456,0,Normal
35,2023-02-18,Container_385,385,Container,705,948,909.0439506404484,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,1,2,7,Night,1974,Mercedes Miller,EMEA,49,Old (>30yr),1.042853867881862,0,Normal
446,2024-05-20,Passenger_358,358,Passenger,599,518,846.9449630413027,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,2,5,21,Night,1954,John Park,EMEA,70,Old (>30yr),0.6116099895557663,1,Normal
801,2021-08-31,Passenger_629,6,Passenger,629,559,178.81950358705157,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,3,8,35,Night,1988,Elizabeth Welch,AMER,33,Old (>30yr),3.1260572185173965,0,Normal
953,2021-06-16,Tanker_663_2,66,Tanker,812,827,885.064028020462,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,2,6,24,Night,2010,Carlos Spears,APAC,11,Modern (5-15yr),0.9343956751351331,0,Post-Suez
251,2022-11-27,Cargo_918,918,Cargo,705,66,192.5640845318537,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,4,11,47,Night,2006,Mercedes Miller,EMEA,16,Mature (16-30yr),0.3427430414163362,1,Normal
651,2022-07-28,Cargo_854,854,Cargo,761,982,490.3947471870148,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,3,7,30,Night,1955,David Dixon,LATAM,67,Old (>30yr),2.00246843106072,0,Normal
189,2023-06-15,Passenger_612,612,Passenger,395,476,196.0039088865072,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,2,6,24,Night,1966,Shawn Martinez,APAC,57,Old (>30yr),2.4285229958123944,0,Normal
116,2022-02-01,Passenger_724_2,724,Passenger,627,378,386.4624745332865,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,1,2,5,Night,1914,Matthew Jones,LATAM,108,Old (>30yr),0.9781027264199292,0,Normal
353,2024-08-20,Tanker_878,878,Tanker,598,618,985.6042876405928,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,3,8,34,Day,1938,Nicole Miller,EMEA,86,Old (>30yr),0.6270264930354664,0,Normal
885,2023-01-22,Tanker_746,746,Tanker,812,912,765.1401904924436,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,1,1,3,Day,2005,Carlos Spears,APAC,18,Mature (16-30yr),1.1919384334170677,0,Normal
690,2024-10-30,Container_515,515,Container,761,937,554.0737708315718,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,4,10,44,Night,1991,David Dixon,LATAM,33,Old (>30yr),1.6911105512064217,1,Normal
489,2021-04-14,Tanker_925,925,Tanker,197,777,935.4785301973614,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,2,4,15,Night,2010,Tammy Strong,EMEA,11,Modern (5-15yr),0.8305909488228164,1,Post-Suez
283,2021-10-25,Cargo_373,373,Cargo,154,484,359.7035177454154,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,4,10,43,Day,1940,Andrew Baldwin,EMEA,81,Old (>30yr),1.3455525901822205,1,Normal
141,2021-12-04,Container_554,554,Container,198,149,173.2058604314437,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,4,12,48,Day,2021,Jamie Banks,APAC,0,New (<5yr),0.8602480287263456,0,Normal
271,2024-12-02,Container_180,180,Container,672,190,828.9526108922979,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,4,12,49,Day,1924,Deborah Perez,AMER,100,Old (>30yr),0.22920489965702737,0,Normal
152,2023-02-05,Tanker_323,323,Tanker,272,836,12.175360936717116,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,1,2,5,Day,1966,Lauren Little,LATAM,57,Old (>30yr),68.66326216899928,0,Normal
187,2021-04-06,Passenger_154,154,Passenger,374,125,804.5953967355457,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,2,4,14,Night,1991,Diamond Newman,EMEA,30,Old (>30yr),0.15535758781016862,1,Post-Suez
688,2021-12-02,Tanker_678,678,Tanker,490,481,21.857167307016702,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,4,12,48,Night,1998,Elizabeth Norman,AMER,23,Mature (16-30yr),22.00651133075176,0,Normal
132,2022-08-22,Passenger_472,472,Passenger,460,408,284.3804312842865,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,3,8,34,Night,1934,Peter Griffin,AMER,88,Old (>30yr),1.4346978733995055,0,Normal
47,2023-01-06,Passenger_847,847,Passenger,930,709,355.4996655390476,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,1,1,1,Day,1967,Regina White,EMEA,56,Old (>30yr),1.994375997302097,0,Normal
542,2023-04-06,Tanker_814,814,Tanker,529,343,318.52912687610524,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,2,4,14,Night,2014,Tara Walker,APAC,9,Modern (5-15yr),1.0768246011405196,1,Normal
286,2022-09-14,Tanker_916,916,Tanker,629,703,243.43203931278225,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,3,9,37,Night,1910,Elizabeth Welch,AMER,112,Old (>30yr),2.8878696575216445,1,Normal
455,2021-06-24,Container_768,768,Container,395,508,108.17846076512872,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,2,6,25,Night,1937,Shawn Martinez,APAC,84,Old (>30yr),4.695944057689473,0,Post-Suez
